Temperature,Humidity,Moisture,Soil Type,Nitrogen,pH,Crop Type
24.8,71.0,61.6,red,183.9,7.33,Tomato
15.0,84.5,53.8,loamy,166.3,5.62,Potato
15.0,41.3,28.0,loamy,85.8,6.45,Cherry
24.7,37.6,17.9,loamy,104.1,7.2,Peach
17.1,72.1,61.9,loamy,121.9,5.96,Potato
19.1,84.6,63.8,black,106.8,5.97,Potato
13.9,62.1,38.5,loamy,210.6,7.05,Rapeseed
29.7,60.0,58.5,sandy,231.8,6.19,Corn
13.5,70.7,37.0,clayey,109.7,6.36,Oats
20.9,48.0,20.8,black,161.0,7.38,Sunflower
20.3,63.5,55.2,black,181.3,6.2,Corn
26.2,33.3,18.8,red,118.8,6.73,Peach
11.4,80.2,47.5,clayey,97.2,5.48,Oats
12.8,55.7,32.2,loamy,122.5,7.53,Barley
13.1,63.4,34.0,loamy,109.6,7.59,Barley
25.7,65.5,28.2,loamy,159.2,6.96,Sunflower
12.8,52.9,25.2,loamy,119.4,7.12,Barley
14.6,72.7,46.4,loamy,82.1,5.78,Oats
18.8,69.0,47.5,clayey,139.6,6.62,Wheat
26.8,72.2,47.5,loamy,125.5,5.99,Tomato
18.1,67.3,45.5,sandy,205.6,6.53,Sugar Beet
24.4,72.8,48.6,loamy,121.9,6.84,Soybean
14.9,50.3,31.2,red,99.1,6.4,Cherry
27.1,33.4,28.8,loamy,79.5,6.36,Peach
21.3,60.9,53.5,loamy,190.7,5.66,Corn
16.0,61.1,41.0,loamy,194.5,6.3,Wheat
24.2,44.8,19.1,red,106.9,6.56,Peach
21.9,66.3,62.2,loamy,140.9,6.19,Corn
13.8,64.2,33.2,loamy,166.5,6.48,Rapeseed
22.2,44.2,28.6,sandy,153.5,6.3,Sunflower
8.8,57.2,26.0,loamy,47.0,5.72,Rye
22.8,53.4,49.0,sandy,147.4,6.06,Corn
12.8,57.9,46.1,loamy,218.2,6.64,Rapeseed
9.6,70.3,50.3,clayey,128.0,5.69,Oats
21.6,57.5,52.9,clayey,183.3,7.08,Sugar Beet
22.7,65.2,56.0,black,117.9,6.06,Soybean
14.8,63.1,38.1,black,210.1,6.71,Rapeseed
19.5,68.5,52.7,loamy,174.1,6.05,Corn
21.0,60.5,44.9,loamy,180.6,7.25,Sugar Beet
20.1,66.7,47.1,sandy,204.3,6.65,Sugar Beet
16.1,83.8,62.7,sandy,94.0,5.69,Potato
24.6,75.1,45.0,clayey,143.9,6.52,Soybean
7.8,51.6,25.9,clayey,102.8,7.4,Barley
19.3,66.9,55.0,black,176.3,5.92,Corn
24.1,68.2,62.0,black,104.7,6.3,Soybean
13.4,52.2,25.5,loamy,104.5,6.91,Cherry
13.3,80.2,53.4,loamy,76.5,6.28,Oats
20.3,57.6,56.9,loamy,142.3,5.96,Corn
24.2,74.0,62.3,red,229.9,6.27,Tomato
15.4,67.4,65.7,loamy,120.1,6.2,Potato
12.2,66.3,26.3,clayey,202.8,6.27,Rapeseed
24.8,75.6,61.1,red,222.3,5.74,Tomato
12.3,70.2,44.6,loamy,84.5,5.78,Oats
12.4,79.9,55.1,loamy,82.2,6.43,Oats
6.9,55.9,26.0,sandy,93.3,5.88,Rye
20.9,54.7,34.4,black,131.9,6.9,Sunflower
16.4,43.0,25.5,loamy,150.5,6.39,Cherry
19.8,66.9,46.5,clayey,255.0,7.08,Sugar Beet
18.1,72.3,61.3,sandy,117.0,5.75,Potato
9.8,55.3,11.1,sandy,43.7,5.92,Rye
18.9,50.4,26.6,loamy,104.4,6.23,Cherry
21.0,68.9,56.5,clayey,155.1,6.16,Tomato
18.6,60.3,38.8,loamy,142.9,6.6,Wheat
30.2,41.8,28.3,loamy,81.7,6.57,Peach
24.0,35.3,12.2,sandy,105.0,6.5,Peach
22.2,51.8,43.1,black,280.5,7.33,Sugar Beet
16.5,66.4,39.0,loamy,205.8,6.28,Wheat
7.0,53.7,33.9,loamy,38.7,5.78,Rye
22.8,76.1,53.9,loamy,174.3,6.32,Soybean
18.0,60.9,36.3,clayey,182.7,6.43,Rapeseed
19.2,74.1,61.5,loamy,129.6,5.32,Potato
22.3,55.7,26.3,loamy,125.7,6.59,Sunflower
21.3,65.6,41.9,loamy,137.7,7.26,Sugar Beet
8.9,53.4,33.8,loamy,107.1,7.35,Barley
16.8,62.1,40.9,black,134.5,6.5,Wheat
22.7,73.5,49.2,black,118.0,6.37,Soybean
20.4,64.8,63.6,loamy,155.0,6.54,Corn
14.9,60.7,41.1,loamy,152.5,6.61,Wheat
15.4,71.8,35.4,loamy,218.5,6.0,Rapeseed
21.8,72.8,58.5,loamy,120.1,6.65,Soybean
11.6,53.5,32.2,clayey,103.0,6.95,Barley
15.8,73.3,55.4,loamy,120.1,5.82,Potato
25.7,51.6,28.3,red,146.4,6.78,Peach
16.6,46.4,30.4,sandy,84.1,6.59,Cherry
15.8,52.5,32.2,sandy,117.1,6.72,Cherry
16.7,74.3,35.4,loamy,147.4,6.88,Wheat
21.4,57.8,58.0,loamy,192.0,6.07,Corn
17.0,67.1,52.1,loamy,204.1,6.95,Sugar Beet
12.6,85.0,50.6,loamy,90.4,5.66,Oats
20.5,63.1,50.9,loamy,182.6,6.18,Corn
19.9,67.0,45.1,black,181.3,7.29,Sugar Beet
23.8,47.9,29.4,black,96.7,6.48,Sunflower
9.5,60.0,20.5,loamy,64.6,5.93,Rye
23.6,48.4,24.8,loamy,117.9,6.63,Sunflower
25.1,41.1,20.6,loamy,95.4,6.81,Peach
16.9,46.9,35.3,loamy,83.7,6.59,Cherry
23.6,76.3,63.6,loamy,168.7,6.1,Tomato
13.7,58.0,33.3,loamy,162.3,6.59,Rapeseed
10.6,57.1,22.1,sandy,93.0,5.48,Rye
21.8,53.5,51.5,loamy,206.0,5.95,Corn
21.9,64.3,56.6,loamy,166.3,6.21,Corn
21.7,56.2,45.8,black,161.0,6.38,Corn
26.0,64.1,61.9,clayey,162.3,6.59,Tomato
18.2,48.2,23.7,black,148.8,6.19,Sunflower
19.7,53.0,27.9,loamy,117.5,6.5,Cherry
20.3,44.4,30.0,black,126.3,6.72,Sunflower
20.0,55.2,42.4,black,209.3,7.15,Sugar Beet
7.2,53.5,15.3,loamy,65.1,5.78,Rye
24.8,50.3,23.0,loamy,109.4,6.64,Peach
25.4,48.5,22.9,sandy,117.3,7.1,Peach
15.6,45.9,31.5,loamy,87.2,6.26,Cherry
12.3,78.1,66.4,loamy,99.3,6.01,Potato
19.6,65.5,40.1,loamy,237.6,7.48,Sugar Beet
9.0,52.3,20.8,sandy,76.6,6.02,Rye
11.9,82.2,47.9,loamy,111.6,5.99,Oats
15.3,68.7,46.3,clayey,146.6,6.02,Oats
23.3,52.3,59.1,clayey,173.5,6.14,Corn
14.3,65.2,41.3,clayey,110.1,6.18,Oats
12.2,71.4,44.4,loamy,202.7,6.22,Wheat
23.1,48.4,30.6,black,112.3,6.83,Sunflower
18.7,69.2,30.9,loamy,105.8,6.64,Wheat
15.4,76.5,71.3,loamy,116.7,5.06,Potato
24.8,65.0,61.7,black,113.6,6.33,Soybean
14.7,71.5,49.3,black,136.0,5.99,Oats
15.2,49.4,25.8,sandy,100.8,6.46,Cherry
19.1,79.4,57.8,sandy,138.6,6.16,Potato
16.0,61.5,44.6,clayey,196.8,7.08,Sugar Beet
14.8,80.8,60.5,loamy,145.1,5.15,Potato
23.0,63.5,51.2,black,137.2,6.03,Soybean
25.8,45.3,25.3,loamy,152.5,6.52,Peach
13.8,61.0,36.3,sandy,150.8,6.23,Wheat
21.7,59.2,51.0,loamy,109.2,6.42,Soybean
20.3,63.7,43.8,loamy,130.8,6.07,Soybean
23.3,75.4,66.5,clayey,213.7,5.87,Tomato
25.0,74.2,55.0,red,203.9,6.0,Tomato
24.2,67.3,57.0,loamy,77.1,6.69,Soybean
16.2,82.6,52.1,sandy,115.6,5.78,Potato
15.2,57.2,26.5,clayey,115.4,6.52,Barley
18.5,42.2,21.7,black,93.1,6.83,Sunflower
22.2,47.3,35.3,black,141.1,6.44,Sunflower
22.3,72.1,47.4,black,106.1,6.69,Soybean
22.1,64.9,52.0,black,101.1,7.52,Soybean
14.4,55.8,22.8,loamy,93.8,7.16,Barley
20.5,60.1,62.5,black,170.3,6.39,Corn
25.3,48.4,12.7,sandy,124.2,6.41,Peach
26.1,76.5,67.0,black,202.7,6.53,Tomato
16.8,61.5,43.0,loamy,193.6,6.67,Sugar Beet
27.2,43.6,31.5,clayey,128.7,6.74,Peach
21.9,66.4,53.5,black,108.2,5.98,Soybean
16.8,64.6,45.7,sandy,191.2,7.17,Sugar Beet
23.9,59.2,35.3,sandy,138.4,7.18,Sunflower
23.6,78.9,62.8,red,183.7,6.13,Tomato
12.0,53.2,35.3,red,101.0,7.3,Barley
14.6,65.7,48.6,clayey,87.9,6.03,Oats
22.8,39.9,9.3,loamy,138.3,7.17,Peach
14.3,61.2,29.4,loamy,246.6,6.36,Rapeseed
15.7,60.5,41.7,sandy,157.1,7.5,Sugar Beet
12.7,74.4,46.7,clayey,98.4,5.91,Oats
18.0,80.8,63.8,sandy,137.3,5.52,Potato
18.1,57.1,40.5,black,232.3,7.4,Sugar Beet
7.3,51.0,22.9,loamy,83.4,7.35,Barley
26.2,43.8,23.6,loamy,145.5,6.66,Peach
6.7,43.7,23.2,sandy,83.5,5.24,Rye
4.9,58.0,22.5,sandy,79.1,5.35,Rye
21.5,46.8,35.7,loamy,117.4,6.58,Sunflower
14.7,71.6,42.9,clayey,82.7,5.8,Oats
11.5,77.7,49.0,loamy,121.3,5.7,Oats
16.1,70.3,42.7,loamy,140.2,6.42,Wheat
23.2,68.6,58.3,black,125.7,6.94,Soybean
23.0,60.3,54.9,loamy,148.7,6.51,Soybean
10.9,50.3,26.9,loamy,92.9,6.78,Barley
14.1,53.4,16.6,sandy,71.9,6.44,Rye
24.4,39.6,27.8,loamy,117.7,6.23,Peach
24.9,64.7,55.4,black,126.5,6.19,Soybean
13.4,68.1,57.4,sandy,80.7,5.89,Oats
13.3,53.0,18.8,sandy,80.9,5.86,Rye
17.8,83.4,70.7,loamy,132.5,5.55,Potato
13.8,58.3,28.7,loamy,105.4,7.31,Barley
25.7,37.0,22.6,loamy,143.5,6.66,Peach
23.5,59.3,65.8,black,99.1,6.11,Soybean
16.5,40.3,31.9,sandy,114.1,6.8,Cherry
11.4,55.0,32.0,clayey,92.6,7.11,Barley
8.8,60.1,20.0,sandy,87.3,7.54,Barley
22.2,67.6,58.8,red,175.5,6.42,Tomato
23.4,59.9,64.5,red,186.6,6.43,Corn
17.1,54.3,33.4,loamy,61.4,6.85,Cherry
17.4,76.7,51.0,loamy,133.9,5.42,Potato
20.8,68.9,46.9,sandy,234.7,6.96,Sugar Beet
22.6,73.3,62.8,loamy,173.0,5.65,Tomato
20.1,48.9,34.3,loamy,116.9,6.91,Sunflower
23.3,49.7,26.9,black,139.3,6.66,Sunflower
12.0,55.1,34.1,clayey,75.1,6.42,Cherry
22.1,45.5,36.6,clayey,128.1,6.99,Sunflower
22.3,73.6,52.3,sandy,169.3,6.62,Soybean
24.9,53.7,25.6,loamy,131.4,6.77,Peach
22.9,43.9,27.7,loamy,120.7,6.61,Peach
14.9,56.1,36.4,loamy,220.9,6.8,Rapeseed
11.3,78.4,55.6,loamy,107.3,5.77,Oats
18.3,61.2,38.4,black,201.8,6.55,Rapeseed
16.2,69.2,45.2,black,147.2,5.76,Wheat
26.5,52.3,28.3,loamy,122.3,6.41,Peach
27.0,37.3,28.0,red,110.9,6.85,Peach
27.1,70.6,48.9,loamy,122.3,7.05,Soybean
24.6,76.8,65.0,red,222.1,6.61,Tomato
21.2,53.7,25.7,black,93.1,6.61,Sunflower
19.6,58.4,52.4,loamy,208.7,5.98,Corn
19.7,54.4,28.0,sandy,107.5,6.01,Cherry
18.9,73.6,27.8,sandy,126.6,6.58,Wheat
23.4,78.2,62.2,red,158.6,6.29,Tomato
21.7,54.8,29.1,black,136.7,6.19,Sunflower
24.7,67.1,66.2,red,235.3,5.97,Tomato
20.5,62.1,51.9,loamy,137.1,6.46,Corn
23.0,67.7,52.2,sandy,119.3,6.59,Soybean
26.1,44.0,27.2,loamy,118.7,6.6,Peach
21.1,55.3,48.9,loamy,169.1,5.99,Corn
10.5,76.3,49.0,red,116.4,5.73,Oats
12.8,75.8,46.3,black,107.7,6.03,Oats
23.4,70.0,55.9,black,172.4,5.92,Soybean
21.5,52.1,30.1,black,113.8,6.86,Sunflower
25.2,78.0,67.0,loamy,172.4,6.96,Tomato
17.4,42.3,43.4,sandy,130.4,6.64,Cherry
21.6,71.4,52.3,black,125.6,6.63,Soybean
19.6,85.5,67.8,loamy,125.8,5.41,Potato
19.2,50.7,31.7,black,103.7,6.97,Sunflower
9.4,59.6,17.3,sandy,84.2,5.3,Rye
13.4,53.1,28.2,loamy,90.9,6.67,Barley
17.2,65.8,36.1,clayey,114.9,6.43,Wheat
19.8,63.5,61.5,loamy,132.5,6.62,Corn
15.4,63.4,39.9,black,202.7,6.51,Rapeseed
9.2,66.6,53.8,clayey,105.4,6.2,Oats
21.7,63.7,58.8,black,87.4,6.4,Soybean
15.5,56.6,38.8,sandy,143.1,6.29,Wheat
18.6,60.6,24.9,clayey,179.2,6.72,Rapeseed
23.7,65.3,37.5,black,161.5,7.01,Sugar Beet
24.1,56.6,27.5,black,115.4,6.62,Sunflower
22.1,70.5,47.0,black,241.7,7.48,Sugar Beet
26.6,78.9,63.4,loamy,188.0,5.86,Tomato
11.4,67.3,48.9,loamy,104.3,6.39,Oats
16.5,64.1,40.6,black,264.7,6.73,Sugar Beet
15.5,66.3,39.8,loamy,170.9,6.82,Wheat
14.6,69.1,45.0,clayey,135.8,6.28,Oats
26.6,30.2,20.9,sandy,103.4,5.9,Peach
21.4,73.7,68.8,loamy,195.0,6.24,Tomato
15.2,76.4,50.3,black,88.3,6.09,Oats
24.9,41.0,28.3,red,134.1,6.15,Peach
9.0,51.8,39.2,loamy,110.6,6.67,Barley
30.7,31.7,18.9,sandy,131.3,6.75,Peach
12.9,48.0,24.9,sandy,85.8,7.33,Barley
13.0,68.1,40.9,loamy,215.4,6.34,Rapeseed
29.2,83.6,57.0,clayey,215.4,5.7,Tomato
14.6,76.6,58.9,clayey,101.2,5.83,Oats
26.0,32.4,28.1,loamy,68.0,6.36,Peach
8.6,59.1,30.6,loamy,84.9,6.45,Barley
19.5,64.5,49.2,black,174.6,6.74,Sugar Beet
17.2,74.2,57.7,sandy,124.3,5.84,Potato
8.9,56.5,34.2,clayey,117.6,7.23,Barley
17.1,70.9,55.4,black,134.6,6.09,Potato
19.1,75.5,61.8,loamy,153.7,6.13,Potato
7.3,60.1,20.3,sandy,80.2,5.57,Rye
25.3,39.2,19.8,loamy,105.4,6.34,Peach
16.3,64.2,50.3,sandy,249.7,7.35,Sugar Beet
26.2,33.5,13.5,red,114.0,6.33,Peach
19.0,66.6,34.4,clayey,132.1,6.39,Wheat
22.4,63.3,51.0,black,74.0,6.29,Soybean
24.5,46.3,13.0,loamy,135.8,7.1,Peach
16.8,61.8,46.2,loamy,139.0,6.83,Wheat
16.3,61.9,54.7,sandy,197.3,6.18,Corn
19.7,63.1,58.7,loamy,169.5,6.05,Corn
24.2,69.2,54.7,black,91.4,6.46,Soybean
16.5,60.0,42.8,loamy,152.3,7.24,Wheat
19.0,69.8,46.8,loamy,126.9,5.92,Soybean
13.2,61.1,38.2,sandy,221.7,6.3,Rapeseed
18.1,75.4,59.7,loamy,113.0,5.36,Potato
12.0,51.6,34.9,loamy,116.1,7.05,Barley
19.5,60.1,43.2,clayey,254.4,6.49,Sugar Beet
18.5,81.9,62.3,sandy,158.1,5.62,Potato
14.9,78.1,52.0,clayey,97.2,6.0,Oats
22.7,67.0,64.7,loamy,149.6,5.74,Tomato
20.3,50.9,29.9,black,113.8,6.65,Sunflower
25.5,74.3,60.7,loamy,187.0,5.74,Tomato
20.9,55.4,34.5,loamy,105.1,6.83,Sunflower
14.0,47.1,26.3,loamy,81.2,5.91,Rye
11.0,49.4,24.8,sandy,84.8,7.2,Barley
13.0,79.3,52.3,clayey,93.2,6.16,Oats
17.9,79.0,52.7,loamy,136.1,5.49,Potato
14.9,63.3,55.9,loamy,112.4,5.85,Oats
7.1,52.2,18.2,sandy,57.1,6.34,Rye
10.0,55.3,32.7,loamy,77.8,6.87,Barley
22.4,46.8,29.6,black,127.6,6.67,Sunflower
27.0,39.4,17.5,loamy,107.1,6.91,Peach
22.3,81.1,67.7,sandy,145.8,5.43,Potato
24.6,57.0,30.0,black,106.7,6.97,Sunflower
14.9,69.6,49.4,clayey,68.8,5.53,Oats
22.4,58.3,57.0,loamy,101.8,6.05,Soybean
15.8,65.7,42.5,sandy,204.4,6.3,Rapeseed
21.8,50.4,29.5,black,147.6,6.72,Sunflower
24.2,46.7,34.0,loamy,120.6,6.08,Sunflower
17.1,64.8,44.4,clayey,163.4,6.56,Wheat
9.2,55.9,27.7,sandy,101.5,7.18,Barley
23.1,73.2,56.2,clayey,122.2,6.37,Soybean
14.0,64.7,29.2,loamy,154.3,5.95,Rapeseed
14.1,66.1,39.3,black,190.7,7.24,Rapeseed
16.7,59.5,42.1,loamy,197.0,6.57,Rapeseed
14.4,75.7,58.0,loamy,150.7,5.8,Potato
11.0,76.7,41.9,black,76.2,5.91,Oats
14.8,51.6,59.3,loamy,216.3,6.08,Corn
17.1,64.4,36.7,clayey,164.4,6.63,Wheat
12.0,52.0,27.0,sandy,85.2,6.98,Barley
22.3,75.0,47.1,black,90.4,6.5,Soybean
12.9,68.1,32.0,clayey,229.9,6.89,Rapeseed
23.8,72.6,53.7,black,99.5,6.15,Soybean
25.5,81.1,70.5,clayey,169.9,6.12,Tomato
25.7,38.4,19.0,loamy,142.1,6.93,Peach
11.2,57.1,22.5,clayey,74.4,6.21,Rye
20.2,64.7,52.7,clayey,176.5,5.85,Tomato
19.9,63.2,44.1,sandy,265.0,6.71,Sugar Beet
22.0,66.2,58.3,black,145.3,6.94,Soybean
15.8,61.9,37.2,loamy,185.6,7.22,Wheat
18.9,49.7,33.1,clayey,115.6,6.7,Sunflower
17.0,60.4,42.5,loamy,256.8,6.72,Sugar Beet
24.4,68.9,62.0,loamy,201.0,6.61,Tomato
20.2,44.4,36.0,black,101.8,6.86,Sunflower
18.0,56.0,40.6,clayey,222.8,7.28,Sugar Beet
20.2,67.6,46.3,loamy,292.3,7.12,Sugar Beet
15.3,64.0,41.6,clayey,201.7,6.88,Rapeseed
11.4,52.2,25.8,loamy,83.6,5.3,Rye
9.8,68.8,46.9,clayey,111.0,6.3,Oats
15.6,72.3,42.8,clayey,84.5,6.12,Oats
12.6,49.0,37.3,sandy,113.4,7.07,Barley
9.6,81.6,42.4,clayey,100.8,5.74,Oats
13.5,70.2,29.1,loamy,127.5,6.37,Wheat
14.8,49.3,27.2,sandy,89.1,6.35,Cherry
12.1,46.5,36.0,sandy,83.8,6.69,Cherry
20.3,62.0,60.8,loamy,242.6,6.32,Corn
19.1,50.1,27.0,loamy,104.8,6.19,Cherry
14.0,58.2,45.4,loamy,162.5,6.45,Wheat
18.6,58.0,52.8,black,132.7,6.1,Corn
25.7,38.0,26.9,loamy,118.3,6.64,Peach
10.2,69.6,14.1,sandy,70.8,5.77,Rye
16.5,56.9,44.8,loamy,176.6,6.79,Sugar Beet
21.8,50.5,29.7,black,146.2,6.49,Sunflower
28.2,48.2,25.0,red,140.8,6.63,Peach
20.2,65.8,60.3,black,187.3,6.1,Corn
22.0,70.4,57.0,red,151.1,6.21,Tomato
19.6,43.5,28.4,black,142.1,7.09,Sunflower
21.9,42.4,19.8,loamy,112.4,6.73,Peach
18.8,74.4,58.3,loamy,142.5,5.3,Potato
24.3,78.2,67.8,loamy,200.7,5.46,Tomato
19.3,85.8,65.1,black,107.4,5.82,Potato
23.3,58.6,52.3,loamy,227.5,6.79,Corn
12.3,74.4,46.0,clayey,133.9,6.58,Oats
8.0,54.0,23.8,loamy,73.9,5.82,Rye
13.1,65.1,36.3,loamy,165.3,6.66,Rapeseed
20.0,62.7,55.0,loamy,158.0,5.54,Corn
18.6,63.9,53.7,black,241.5,6.53,Sugar Beet
16.5,69.0,49.8,loamy,122.6,5.88,Potato
18.7,56.9,44.2,loamy,202.4,7.09,Sugar Beet
14.3,57.0,35.1,loamy,109.5,6.44,Cherry
22.6,57.1,41.3,black,214.1,7.11,Sugar Beet
24.1,51.0,28.2,loamy,112.5,6.97,Sunflower
7.2,55.2,22.2,sandy,67.7,6.01,Rye
21.4,57.0,52.0,loamy,146.8,6.71,Wheat
27.5,39.1,18.3,sandy,106.1,6.38,Peach
8.9,63.9,20.6,sandy,53.2,5.9,Rye
21.9,60.7,52.0,black,112.6,6.54,Soybean
18.7,63.6,42.1,loamy,189.9,6.93,Sugar Beet
18.6,59.2,46.3,loamy,193.6,6.88,Sugar Beet
20.1,67.0,42.0,loamy,154.1,6.23,Wheat
13.6,73.2,42.0,clayey,106.9,5.64,Oats
29.5,39.2,19.3,loamy,125.9,6.52,Peach
14.2,46.2,26.9,loamy,88.2,6.5,Cherry
20.5,60.7,48.8,loamy,187.4,6.11,Corn
15.0,71.4,52.9,clayey,113.8,5.89,Oats
26.7,39.2,12.3,red,136.4,6.27,Peach
13.8,71.6,52.4,loamy,91.9,5.79,Oats
16.5,69.8,50.2,loamy,175.1,6.6,Wheat
8.0,44.5,23.0,sandy,105.2,6.89,Barley
19.2,47.3,24.0,black,150.8,6.51,Sunflower
23.6,62.1,49.9,loamy,153.6,5.9,Corn
18.9,77.9,54.2,sandy,137.1,5.73,Potato
26.7,42.6,27.3,loamy,122.7,6.75,Peach
16.2,74.2,67.0,loamy,131.8,5.23,Potato
16.4,79.7,70.0,sandy,135.1,5.79,Potato
20.0,42.9,31.9,red,91.3,6.48,Cherry
12.0,53.7,24.4,loamy,56.7,6.3,Rye
26.9,42.1,22.4,sandy,157.1,6.26,Peach
8.7,43.3,23.6,loamy,89.2,5.85,Rye
16.7,79.0,40.4,loamy,95.5,6.17,Oats
21.3,84.1,64.2,black,154.6,6.11,Tomato
24.8,46.3,15.8,loamy,153.5,6.78,Sunflower
23.8,45.7,30.4,loamy,153.7,6.96,Sunflower
16.0,68.7,43.4,loamy,147.7,6.28,Wheat
13.7,62.9,35.8,clayey,179.5,6.98,Wheat
15.3,79.3,68.6,loamy,142.3,6.39,Potato
20.4,67.4,50.6,black,241.0,7.46,Sugar Beet
24.5,73.1,65.2,loamy,216.6,6.58,Tomato
27.0,64.8,53.3,black,159.1,6.48,Soybean
15.9,60.3,37.9,loamy,132.2,6.45,Wheat
25.6,75.5,65.6,loamy,176.8,6.49,Tomato
22.2,69.4,48.8,sandy,123.7,6.37,Soybean
10.3,57.5,18.4,clayey,74.1,5.57,Rye
22.6,70.7,54.5,loamy,141.4,6.08,Corn
12.7,68.8,51.3,loamy,86.4,5.98,Oats
21.5,67.8,56.3,clayey,102.0,6.52,Soybean
25.8,42.5,16.1,sandy,149.1,6.24,Peach
20.3,41.3,24.7,loamy,124.0,7.02,Sunflower
12.1,67.7,48.8,loamy,100.3,6.45,Oats
24.6,70.3,60.4,clayey,138.1,6.75,Soybean
18.2,63.8,32.2,loamy,167.6,6.46,Wheat
19.7,58.1,58.7,sandy,168.3,6.51,Corn
22.7,42.0,23.1,sandy,150.6,6.93,Peach
16.1,63.9,40.6,clayey,167.0,6.5,Wheat
26.6,70.2,65.3,sandy,179.7,6.44,Tomato
18.9,59.5,44.5,black,190.2,6.75,Sugar Beet
8.1,56.7,23.2,loamy,55.6,6.34,Rye
15.8,59.9,39.4,black,188.8,6.77,Rapeseed
9.7,56.0,36.6,sandy,56.1,5.4,Rye
18.1,39.1,28.7,sandy,120.2,6.53,Cherry
13.9,59.1,35.8,black,200.3,6.93,Rapeseed
21.0,68.2,46.4,loamy,231.9,7.01,Sugar Beet
20.0,68.8,31.9,clayey,175.6,6.36,Wheat
18.6,53.4,34.1,black,173.4,6.97,Sunflower
15.2,80.3,58.6,sandy,152.7,5.86,Potato
5.7,60.3,22.2,sandy,93.7,6.02,Rye
23.6,45.9,23.4,clayey,119.7,7.25,Peach
18.7,62.1,44.8,loamy,219.8,6.7,Sugar Beet
21.5,51.4,41.0,black,157.3,7.2,Sunflower
19.5,61.1,35.6,black,250.1,7.2,Sugar Beet
15.5,75.6,45.9,loamy,88.8,6.14,Oats
23.2,59.4,46.6,loamy,216.8,7.23,Sugar Beet
16.3,52.4,37.7,sandy,82.5,6.43,Cherry
25.3,77.0,66.5,loamy,214.4,6.36,Tomato
18.4,47.7,36.3,loamy,104.0,6.65,Cherry
7.4,57.5,16.7,sandy,85.2,5.52,Rye
28.0,44.7,20.0,red,103.8,6.32,Peach
25.2,43.9,22.8,red,107.4,6.48,Peach
28.8,41.4,17.7,loamy,97.4,5.96,Peach
21.0,44.7,27.7,loamy,96.2,6.59,Sunflower
19.1,58.0,35.8,sandy,205.8,6.71,Sugar Beet
23.6,76.6,66.4,loamy,134.3,5.96,Potato
16.4,57.5,49.6,black,191.0,6.63,Sugar Beet
23.0,51.0,36.0,black,117.2,7.04,Sunflower
18.7,47.8,32.8,loamy,144.4,6.65,Sunflower
19.3,60.4,63.6,clayey,175.7,6.48,Corn
25.4,41.7,33.5,black,151.5,6.72,Sunflower
18.6,87.0,63.3,sandy,123.2,5.63,Potato
14.1,79.5,44.6,loamy,115.3,5.56,Oats
24.2,64.8,63.9,sandy,151.4,6.34,Corn
22.6,48.8,30.8,black,116.5,6.46,Sunflower
17.6,47.6,33.8,loamy,126.2,6.16,Cherry
17.3,60.1,42.7,clayey,157.3,6.22,Wheat
16.1,70.0,37.5,loamy,243.6,7.1,Sugar Beet
11.7,54.4,27.7,sandy,103.7,7.29,Barley
13.1,66.7,41.0,sandy,103.2,6.31,Oats
7.9,58.8,20.1,black,57.6,5.49,Rye
21.7,66.4,43.2,black,153.5,6.7,Sugar Beet
26.7,62.3,30.2,clayey,134.2,6.0,Sunflower
21.1,47.8,26.6,loamy,115.3,6.52,Sunflower
18.9,69.7,36.1,clayey,135.9,6.59,Wheat
14.8,47.5,37.9,sandy,118.2,6.08,Cherry
31.1,63.5,59.3,red,125.2,6.73,Tomato
15.2,60.9,43.6,loamy,117.6,6.11,Wheat
11.5,40.0,37.8,black,108.8,7.49,Barley
11.9,51.2,31.1,black,114.0,7.27,Barley
21.5,60.1,60.2,black,191.6,6.05,Corn
17.1,63.1,43.7,loamy,218.2,7.79,Sugar Beet
9.6,77.0,48.5,loamy,79.8,6.91,Oats
17.7,59.1,54.1,loamy,187.4,5.94,Corn
24.5,46.4,46.8,sandy,209.3,6.11,Corn
13.3,52.0,27.7,black,123.6,6.77,Barley
15.7,82.1,51.9,sandy,113.8,5.74,Potato
15.5,71.2,47.8,sandy,125.7,6.09,Potato
15.7,80.4,61.0,black,118.6,5.72,Potato
8.2,58.9,14.1,loamy,76.6,5.58,Rye
24.8,76.5,61.3,red,177.4,6.44,Tomato
24.2,61.0,54.4,sandy,185.5,6.29,Corn
26.7,43.6,30.0,red,136.4,6.72,Peach
18.6,58.0,56.4,sandy,210.2,6.19,Corn
23.1,58.9,55.9,black,212.3,5.95,Corn
21.0,69.4,54.8,loamy,123.3,6.72,Soybean
17.2,57.4,44.7,clayey,147.7,6.07,Corn
23.0,70.2,63.1,loamy,209.3,5.84,Tomato
14.3,47.1,28.3,loamy,116.7,6.47,Cherry
14.5,79.9,52.4,black,127.2,5.76,Oats
25.2,67.1,67.4,loamy,201.6,6.47,Tomato
14.7,57.8,38.1,black,222.7,6.85,Rapeseed
19.6,59.7,47.9,clayey,169.9,6.79,Sugar Beet
16.0,58.2,34.7,loamy,235.1,6.4,Rapeseed
18.2,58.0,43.6,clayey,229.5,6.95,Sugar Beet
